29139.A0A4X2KFI0	SLC26A2
29139.A0A4X2KUE3	SLC26A11
29139.A0A4X2LGP9	SLC26A6
29139.A0A4X2LQQ7	SLC26A1
13616.A0A5F8GUQ2	SLC26A11
13616.A0A5F8HCP0	SLC26A2
9770.A0A643BNS4	E2I00_004039
59479.A0A671EI19	SLC26A6
59479.A0A671F312	SLC26A2
59479.A0A671G794	SLC26A11
89673.A0A6J2M488	SLC26A11
89673.A0A6J2N043	SLC26A2
9739.A0A6J3QL99	SLC26A11
9739.A0A6J3S1S7	CELSR3
132908.A0A6P3R7G4	SLC26A2
38626.A0A6P5ICZ2	SLC26A2
38626.A0A6P5LEX3	SLC26A11
38626.A0A6P5LQZ9	SLC26A1
132908.A0A6P6BV15	SLC26A11
89673.A0A7E6E3W6	CELSR3
59472.A0A7J7SEP9	mPipKuh1_015995
51298.A0A7J7T8C2	mMyoMyo1_017678
59472.A0A7J7XCM5	mPipKuh1_015996
51298.A0A7J7XKA5	mMyoMyo1_017680
27622.A0A7J8D1Q3	HJG59_016709
9407.A0A7J8FMY0	HJG63_017793
9407.A0A7J8GFY4	HJG63_017791
27622.A0A7J8ICP4	HJG59_016711
186990.A0A8B7QD79	SLC26A2
186990.A0A8B7RFK8	SLC26A11
9771.A0A8B8WVL6	SLC26A2
9771.A0A8C0E3V3	SLC26A11
9615.A0A8I3P3I6	SLC26A5
9913.A0AAF6Z172	SLC26A11
9913.E1BHY0	SLC26A5
9823.F1RZ81	SLC26A11
13616.F6TKX6	SLC26A5
59463.G1PM80	SLC26A2
9305.G3VEC8	SLC26A11
9305.G3WWE2	SLC26A2
9402.L5JPI5	PAL_GLEAN10013474
9402.L5KNR4	PAL_GLEAN10014581
9402.L5L1W2	PAL_GLEAN10018748
225400.L5LQL9	MDA_GLEAN10025660
10090.Q5EBI0	Slc26a10
109478.S7MMY8	D623_10033939
109478.S7N2V6	D623_10034744
9823.A0A287A3X5	SLC26A10
9823.A0A287AGS6	SLC26A9
9823.A0A287ATM3	SLC26A1
9755.A0A2Y9EMF6	SLC26A3
9749.A0A2Y9LSQ7	SLC26A5
9749.A0A2Y9LTW6	SLC26A1
9749.A0A2Y9P2C3	SLC26A8
9755.A0A2Y9S6E5	SLC26A5
9925.A0A452DQE8	SLC26A1
9925.A0A452EA94	SLC26A9
9925.A0A452EMR2	SLC26A8
9925.A0A452FVN6	SLC26A5
9925.A0A452G5H8	SLC26A4
9925.A0A452GB98	SLC26A3
9823.A0A480E679	SLC26A4
29139.A0A4X2KTW1	SLC26A3
29139.A0A4X2KU01	SLC26A4
29139.A0A4X2KWA8	SLC26A5
29139.A0A4X2L629	SLC26A9
13616.A0A5F8GAV4	SLC26A8
9823.A0A5G2QPW2	SLC26A5
59479.A0A671EWR3	SLC26A9
59479.A0A671FAI5	SLC26A5
59479.A0A671FPY5	SLC26A3
59479.A0A671FY73	SLC26A4
59479.A0A671FYZ6	SLC26A8
38626.A0A6P5K5L6	SLC26A4
9771.A0A8B8YDY7	SLC26A3
9771.A0A8B8YIN7	SLC26A5
9615.A0A8I3MHP3	SLC26A1
9615.A0A8I3N4G1	SLC26A8
9615.A0A8I3PRE9	SLC26A4
9615.A0A8I3QEK1	SLC26A9
9615.A0A8I3RXF3	SLC26A10
9755.A0A9W2WPF9	SLC26A4
9913.E1B9J2	SLC26A9
9913.E1BMB2	SLC26A4
9913.F1MEY3	SLC26A8
9913.F1MWU6	SLC26A10
9913.F1N207	SLC26A3
9823.F1RYX6	SLC26A8
13616.F7F6U5	SLC26A4
13616.F7FKX2	SLC26A3
59463.G1P0Q8	SLC26A8
59463.G1P300	SLC26A9
59463.G1PWQ2	SLC26A4
59463.G1PWQ6	SLC26A3
9305.G3VPM6	SLC26A5
9305.G3WLE9	SLC26A3
9305.G3WVG6	SLC26A9
9823.I3LF55	SLC26A3
9739.A0A2U4APX8	SLC26A1
9739.A0A2U4BSK8	SLC26A3
9755.A0A2Y9F3C1	SLC26A1
9749.A0A2Y9MZS8	SLC26A10
9749.A0A2Y9NBW6	SLC26A6
9749.A0A2Y9PPB5	SLC26A3
9749.A0A2Y9PQ42	SLC26A9
9749.A0A2Y9PZF8	SLC26A4
9755.A0A2Y9TJ28	SLC26A9
118797.A0A340WGX6	SLC26A6
118797.A0A340X1H0	SLC26A4
118797.A0A340X299	SLC26A3
118797.A0A340Y413	SLC26A5
118797.A0A340Y774	SLC26A8
118797.A0A340Y866	SLC26A1
118797.A0A340Y882	SLC26A10
118797.A0A340YE99	SLC26A9
34884.A0A3Q7MV59	SLC26A9
34884.A0A3Q7NCI0	SLC26A8
34884.A0A3Q7P3C8	LOC112824768
34884.A0A3Q7PFY7	SLC26A5
34884.A0A3Q7PYU1	SLC26A10
34884.A0A3Q7QEV2	SLC26A6
34884.A0A3Q7QJM9	LOC112824769
34884.A0A3Q7RRB2	SLC26A1
9755.A0A455AGB8	SLC26A8
103600.A0A484GKV3	DBR06_SOUSAS5910071
103600.A0A484GKV4	DBR06_SOUSAS5910073
103600.A0A484GL17	DBR06_SOUSAS5910039
29139.A0A4X2LJ66	SLC26A8
29139.A0A4X2LX00	SLC26A10P
9770.A0A643BZT3	E2I00_011274
9770.A0A643C019	E2I00_011279
9770.A0A643CDF4	E2I00_008831
9770.A0A643CFA5	E2I00_003386
59479.A0A671F6K6	SLC26A1
59479.A0A671FJH3	SLC26A10P
9770.A0A6A1Q038	E2I00_006452
9770.A0A6A1Q0L1	E2I00_004064
89673.A0A6J2LFF7	SLC26A8
89673.A0A6J2MLT6	SLC26A5
89673.A0A6J2MNR4	SLC26A3
89673.A0A6J2MUX2	SLC26A4
89673.A0A6J2N8N6	SLC26A9
9739.A0A6J3R1F0	SLC26A9
9739.A0A6J3RW74	SLC26A4
9739.A0A6J3S046	SLC26A8
9739.A0A6J3S5L3	SLC26A10
132908.A0A6P3QE57	SLC26A5
132908.A0A6P3QYE6	SLC26A8
132908.A0A6P3R351	SLC26A6
132908.A0A6P3R3H9	SLC26A3
132908.A0A6P3R4I8	SLC26A9
132908.A0A6P3RAC1	SLC26A4
132908.A0A6P3REY0	SLC26A1
38626.A0A6P5K455	SLC26A3
38626.A0A6P5K5E7	SLC26A5
38626.A0A6P5KMZ3	SLC26A10
38626.A0A6P5L9B6	SLC26A6
38626.A0A6P5LHY8	SLC26A8
38626.A0A6P5LKI6	SLC26A9
132908.A0A6P6BZL7	SLC26A10
89673.A0A7E6D8N4	LOC114513766
51298.A0A7J7STZ3	mMyoMyo1_017687
51298.A0A7J7UEH1	mMyoMyo1_017684
59472.A0A7J7UUI5	mPipKuh1_016003
51298.A0A7J7V4L7	mMyoMyo1_017681
51298.A0A7J7V4M0	mMyoMyo1_017683
51298.A0A7J7V562	mMyoMyo1_017682
59472.A0A7J7WEC3	mPipKuh1_016000
59472.A0A7J7WM41	mPipKuh1_015999
59472.A0A7J7WM77	mPipKuh1_015998
59472.A0A7J7WMA7	mPipKuh1_015997
51298.A0A7J7WXD0	mMyoMyo1_017686
59472.A0A7J7YP30	mPipKuh1_016002
51298.A0A7J7ZA58	mMyoMyo1_017677
59472.A0A7J7ZNN5	mPipKuh1_015994
51298.A0A7J8ARP5	mMyoMyo1_017679
9407.A0A7J8BHX1	HJG63_017800
27622.A0A7J8CU73	HJG59_016718
9407.A0A7J8D8A1	HJG63_017794
9407.A0A7J8D8E7	HJG63_017796
27622.A0A7J8DDZ1	HJG59_016715
9407.A0A7J8EA65	HJG63_017792
27622.A0A7J8G297	HJG59_016708
27622.A0A7J8GU58	HJG59_016717
27622.A0A7J8HDD0	HJG59_016714
27622.A0A7J8HDE7	HJG59_016713
27622.A0A7J8HEE9	HJG59_016712
9407.A0A7J8HWD7	HJG63_017797
9407.A0A7J8JMT7	HJG63_017790
27622.A0A7J8K1Q1	HJG59_016710
9407.A0A7J8KGM8	HJG63_017799
9305.A0A7N4P9V2	SLC26A8
9305.A0A7N4PNW1	SLC26A4
186990.A0A8B7PYI5	SLC26A4
186990.A0A8B7PYP5	SLC26A3
186990.A0A8B7QGQ0	SLC26A6
186990.A0A8B7S0S1	SLC26A9
186990.A0A8B7SD17	SLC26A5
186990.A0A8B7SKQ8	SLC26A10
186990.A0A8B7SNJ7	SLC26A1
186990.A0A8B7TBB4	SLC26A8
9771.A0A8B8V5W0	SLC26A9
9771.A0A8B8XH30	SLC26A1
9771.A0A8B8YBT3	SLC26A4
9771.A0A8B8YKS6	LOC118902608
9771.A0A8B8Z280	SLC26A8
9615.A0A8I3PQD4	SLC26A3
9755.A0A9W2W8P2	SLC26A6
9755.A0A9W2WKF3	SLC26A10P
9913.E1BDR3	SLC26A1
13616.F6R7I1	SLC26A1
59463.G1PCI8	SLC26A5
9305.G3WPW5	SLC26A1
9402.L5JPF9	PAL_GLEAN10013444
9402.L5JRB0	PAL_GLEAN10013446
9402.L5JYI8	PAL_GLEAN10006936
9402.L5K747	PAL_GLEAN10022972
9402.L5KV47	PAL_GLEAN10004875
9402.L5KVQ4	PAL_GLEAN10009154
9402.L5KZZ0	PAL_GLEAN10007049
225400.L5M692	MDA_GLEAN10010693
225400.L5MF24	MDA_GLEAN10010773
109478.S7MHK4	D623_10009075
109478.S7NGQ7	D623_10005082
109478.S7NLA1	D623_10017745
109478.S7NS49	D623_10018470
109478.S7P5J2	D623_10009072
